User,Sequence,Left_WristMid,Left_PalmWidth,Left_MiddleBone,Right_WristMid,Right_PalmWidth,Right_MiddleBone
User4 (user5),P5_S1_R6,90.73272628580538,54.66864330606749,62.628362546175126,85.65724999269347,51.45393174422944,59.13969635689705
User4 (user5),P5_S1_R7,89.54300560853606,53.761442188044455,61.73971641206423,86.02172247416563,51.199168755166596,59.36574560314048
User4 (user5),P5_S1_R8,89.72217658896655,53.910488352070736,61.811709007873915,86.45820891665417,51.50843506938217,59.642494657749985
User4 (user5),P5_S1_R9,90.24641718136047,54.12473514493306,62.184924583142184,85.60127469168381,51.136213032054116,59.060374552099326
User4 (user5),P5_S2_R1,90.80278822446103,54.58763072151984,62.575903825577036,86.87433547732006,52.23964052263546,60.0859823731739
User4 (user5),P5_S2_R2,89.69581015172358,54.166571805751715,61.93268997067882,87.00719323071094,52.368936285541764,60.32609144779714
User4 (user5),P5_S2_R3,90.69680014009926,54.65856623629293,62.57940970934813,87.41453236112781,52.803286022682016,60.61794681416731
User4 (user5),P5_S2_R4,90.44021981800891,54.45794215479829,62.445713081521,86.0985082989799,51.77174024129424,59.610339188917166
User4 (user5),P5_S2_R5,90.94891467243751,54.813876025397974,62.72424066292923,87.92998417677974,52.97767949946378,61.30278091553351
User4 (user5),P5_S2_R6,90.12748282808442,54.26149002322324,62.19776912971105,87.18990981529078,52.37290364928414,60.33711812223232
User4 (user5),P5_S2_R7,91.31811359397616,54.84971504003901,63.04873393761295,87.50528959397332,52.74391096341335,60.71005143221024
User4 (user5),P5_S2_R8,91.20769381961857,54.73895816874969,62.928297496656675,87.06677472228479,52.1690767914634,60.32578212890879
User4 (user5),P5_S3_R1,90.7419479513188,54.834221031473525,62.80232409682403,87.09906097221877,52.469800066919845,60.11180418183429
User4 (user5),P5_S3_R2,91.18396371281005,54.96883147518977,62.97668120974272,87.17689791642155,52.707836026772924,60.46567016695521
User4 (user5),P5_S3_R3,90.85342977871271,54.71768607718934,62.696316014853444,86.89454959767534,52.53622657325048,60.455694218037515
User4 (user5),P5_S3_R4,90.81014630599553,54.690378913321254,62.747004040177075,85.84319215517262,52.08591025141484,59.44746820583992
User4 (user5),P5_S3_R5,90.6051001387533,54.555080863359585,62.520169595162834,87.4086715816713,53.084201564938915,60.5609243963909
User4 (user5),P5_S3_R6,91.3260706798132,54.9278732216034,62.92029291963754,87.15620156853794,53.04094722291483,60.4075821934862
User4 (user5),P5_S3_R7,91.24386087678978,54.802366301602596,62.88500881405363,86.15546505485847,52.46290646675616,59.619950766486646
User4 (user5),P5_S4_R1,88.52709149500257,53.61881227097695,61.114489722679814,80.27037551689138,48.43172130948817,55.59938063216151
